followers,following,profile_pic,bio_length,friend_count,label
82571,36558,1,754,2065,0
145648,128938,1,799,3600,0
108260,146731,1,671,4220,0
189018,34413,1,114,482,0
58010,10435,1,985,3665,0
189789,28067,0,461,3075,1
43546,87794,0,625,2674,1
23392,93823,1,125,2398,1
93985,69224,1,601,350,0
179985,1379,1,572,648,0
85462,102547,1,964,3870,0
144134,108541,1,499,227,0
64033,114634,0,828,2063,1
119251,128701,1,101,424,0
55736,57745,1,625,2511,0
155935,103915,1,173,4819,0
179766,143588,1,451,1821,0
44643,129560,1,91,4889,0
177563,136984,1,694,4272,0
20572,137521,1,384,2590,1
160816,132797,1,204,2556,0
57809,81406,1,362,1585,0
108826,9304,1,706,1678,0
3759,125555,1,816,4659,1
27049,144735,1,497,2280,1
67265,70320,0,536,3749,1
66917,94488,1,233,2538,0
8711,75591,1,15,1016,1
8899,95044,1,980,443,1
149114,143748,0,140,2067,1
83991,25192,1,947,3682,0
81947,138518,1,619,3798,0
182689,119304,1,419,3627,0
29730,135797,1,455,110,1
137003,88207,1,299,2534,0
104560,73741,1,338,88,0
9501,16365,1,302,3390,0
56452,65792,1,891,1941,0
101609,146776,1,591,3310,0
160883,50575,0,75,71,1
88204,119641,1,787,821,0
41326,132267,1,913,3470,1
196172,53517,1,949,815,0
153733,34012,1,779,403,0
55152,142487,1,623,1698,0
91401,21686,1,920,4346,0
180743,32161,1,315,2916,0
38792,2402,0,499,2042,1
194023,63190,1,74,1953,0
21732,13275,1,725,4963,0
95086,14915,1,365,3293,0
122726,909,1,545,3702,0
68061,114110,1,652,3253,0
134158,65908,1,677,4991,0
165273,127337,1,395,3801,0
167812,22620,1,230,255,0
80107,34112,1,803,1931,0
156575,2431,1,27,1111,0
76870,86590,1,474,872,0
162733,62175,1,294,4587,0
67700,117472,0,844,1561,1
168977,32624,1,426,4728,0
117240,61264,1,871,4457,0
178778,113766,1,90,893,0
108782,132767,0,114,2684,1
19038,100211,1,158,1246,1
141882,119502,1,257,746,0
166928,44225,1,372,4053,0
26837,132475,1,849,4085,1
194514,10839,1,89,1006,0
115730,140302,0,756,2740,1
145021,51977,1,297,4310,0
19878,113050,0,30,4322,1
40377,25651,1,828,890,0
89469,97919,1,357,2491,0
146456,39963,1,823,2876,0
117327,117776,0,469,1631,1
167828,79198,1,739,3703,0
100087,144811,1,850,2026,0
5115,130697,1,127,4107,1
185418,63294,1,781,3322,0
12092,1789,1,269,741,0
154839,89297,1,497,3008,0
82622,118341,1,412,1976,0
100488,44135,0,208,3662,1
9601,37067,1,689,3800,1
107544,17357,0,305,3571,1
18318,38262,1,190,2911,0
113180,58643,1,356,3084,0
197626,91270,1,456,773,0
114919,138761,1,448,2144,0
23710,69103,0,67,992,1
198441,86268,1,838,1838,0
73450,86310,1,778,3813,0
103897,37412,1,781,4907,0
2028,47734,0,873,3321,1
119659,87793,1,466,3842,0
190873,22228,1,359,3253,0
80078,120627,1,386,1875,0
92202,77924,0,127,3237,1
64434,11319,0,775,3,1
104200,6475,1,732,164,0
192704,145800,1,753,4439,0
33853,29545,0,484,1897,1
168881,96636,1,243,3240,0
146456,30615,1,938,2567,0
190741,13746,1,904,3507,0
27771,1245,1,18,2559,0
68104,117408,1,395,1338,0
167137,112143,1,666,4637,0
69127,27632,1,228,612,0
147164,12856,1,367,4995,0
48873,68049,1,57,1884,0
119124,58182,1,280,4024,0
154302,133873,1,556,3134,0
95291,55654,1,101,1055,0
6648,55381,1,47,1622,1
36732,58601,1,561,3282,0
142082,146154,1,592,2610,0
109084,145720,1,811,3069,0
65702,364,1,58,1255,0
16034,7436,0,160,2660,1
145303,86713,1,102,4224,0
194723,60194,1,845,1042,0
191680,24544,1,411,4452,0
159808,63295,1,785,1442,0
109463,143710,1,182,3677,0
110389,69409,1,416,4176,0
68931,126839,1,115,3686,0
137074,113759,1,873,1904,0
55511,17157,1,398,2713,0
78234,65888,1,956,1877,0
180892,64947,1,778,790,0
42097,70880,0,675,224,1
62544,4507,1,654,3034,0
197154,103134,1,436,4875,0
152894,43988,1,317,4232,0
168938,98421,0,815,225,1
13433,147937,1,605,3405,1
175011,102591,0,249,3179,1
141335,129614,1,910,811,0
57780,27213,1,446,2492,0
5474,57450,1,496,4102,1
28859,135549,0,342,4223,1
137333,62222,1,426,4066,0
76261,137605,1,817,4362,0
165014,12755,0,827,4309,1
99139,131937,1,239,246,0
132728,142245,1,58,1618,0
181365,33371,1,526,1827,0
84735,142326,1,796,3445,0
156128,135090,1,202,420,0
27391,5192,1,748,2764,0
147261,2015,1,465,1371,0
33792,108154,1,295,4238,1
21626,28343,1,286,2188,0
77989,69306,1,72,2612,0
190869,5829,1,725,2080,0
176330,34381,1,522,4324,0
34056,111451,1,336,2735,1
49816,18263,1,736,829,0
30452,58418,1,317,3058,0
128051,148,1,202,849,0
161331,132826,1,230,2780,0
84050,26745,0,903,1153,1
116864,72914,0,562,4940,1
188495,60653,1,56,3829,0
145549,78315,1,643,2682,0
3476,31075,1,419,3079,1
120317,9795,1,914,402,0
139406,64555,1,279,2975,0
165942,103107,1,808,1602,0
46855,51529,0,304,4722,1
54225,142744,1,465,980,0
93813,11009,1,736,2294,0
137474,29381,1,173,2384,0
166602,127769,0,803,3352,1
53077,64610,1,265,4128,0
83825,68122,1,246,798,0
23289,68184,1,77,2595,0
192407,87228,1,646,1366,0
83374,72943,1,651,2938,0
25127,80770,1,853,1262,1
130354,52726,1,252,2776,0
70558,47780,1,474,3248,0
94793,42503,0,175,303,1
62817,57893,1,420,1693,0
8004,61358,1,970,2316,1
22441,80857,1,931,4495,1
42968,120457,1,571,921,0
133173,117928,1,460,420,0
156356,58706,1,863,2178,0
108904,140548,1,253,3809,0
26206,82806,1,519,1166,1
150792,55006,1,902,4673,0
160386,87238,0,106,539,1
146155,45798,1,170,3499,0
187691,77271,1,57,1460,0
5110,30177,1,336,4687,1
117671,128022,1,341,4739,0
94853,130156,1,941,327,0
2844,82215,1,289,2859,1
68925,43013,1,83,2093,0
43624,82600,1,116,2131,0
42826,96099,1,711,2841,0
125741,53450,1,533,351,0
144570,122640,1,218,4732,0
17074,92403,0,737,3908,1
7536,99290,1,916,233,1
168128,131832,1,782,3122,0
138813,24142,1,900,4876,0
138787,110189,1,101,2728,0
67160,107532,0,656,932,1
145052,148362,1,455,1823,0
62429,131436,1,658,3500,0
45608,56921,1,772,4073,0
154329,19797,1,790,3345,0
132508,32535,1,850,860,0
168558,46300,1,525,1230,0
92578,47176,1,265,2195,0
140634,16105,0,286,4395,1
103307,139011,1,140,1476,0
131239,79472,0,894,2023,1
165819,146935,1,405,2596,0
19680,78097,1,292,2430,1
74002,141519,1,934,3689,0
148092,96160,0,905,533,1
181134,46940,1,30,1256,0
163668,85001,1,170,1657,0
140910,7928,1,354,1152,0
7901,48002,1,204,3893,1
164049,84853,0,477,1752,1
49738,114614,1,993,1683,0
41805,117517,1,931,2978,0
96049,79064,1,290,4332,0
5352,119694,1,110,3653,1
190140,144385,1,67,3013,0
133720,132631,1,694,700,0
40790,50893,1,372,4670,0
18686,15167,1,195,3064,0
181103,38598,1,125,4866,0
103869,138595,1,686,1764,0
146969,49777,1,261,4318,0
47304,116378,1,886,1122,0
17078,81060,1,923,3830,1
102309,13285,0,797,2958,1
30687,142045,1,154,2320,1
124307,122970,1,580,1422,0
145366,22694,1,107,1540,0
115364,135374,1,422,4525,0
139004,4611,1,34,522,0
179407,9372,1,870,3007,0
66712,145152,1,43,2498,0
65433,80618,1,654,2089,0
50606,112945,1,722,1738,0
133616,108397,0,989,4189,1
111492,96213,1,997,2533,0
153746,20874,1,415,2564,0
151721,132669,1,999,2764,0
149822,11600,1,284,498,0
28233,134819,1,446,2418,1
165598,79415,1,517,2746,0
122793,94348,1,729,484,0
97244,105736,1,26,664,0
26933,24714,0,226,3454,1
18327,149962,0,795,627,1
188791,135797,1,900,1684,0
87901,111573,1,424,731,0
62297,13092,1,567,4287,0
29060,95918,1,367,1244,1
42896,25457,1,309,2174,0
81917,71667,1,847,3874,0
137665,90751,1,104,2774,0
90541,62894,1,17,3078,0
6309,61305,0,204,4791,1
7350,143684,1,42,1139,1
160377,52137,1,88,4659,0
155336,559,1,585,3117,0
91011,66249,1,156,2440,0
146429,37361,0,265,4118,1
129355,80720,1,133,3202,0
164442,15261,0,463,3198,1
19451,20372,1,600,4540,0
2341,55355,0,747,4872,1
62037,98560,1,131,2044,0
97857,37,1,740,707,0
138598,41420,1,33,432,0
154558,97243,1,82,472,0
18479,129380,1,928,47,1
177837,34600,1,131,1914,0
55723,89520,1,427,1105,0
44634,5167,1,865,3180,0
45237,432,1,203,1890,0
86549,69687,0,798,357,1
198246,71947,1,335,567,0
50674,96324,1,961,479,0
69189,50903,1,496,866,0
179022,65792,1,441,3260,0
13145,33439,1,827,4059,0
126473,51248,0,257,1028,1
83462,34743,1,291,3357,0
14362,79803,0,965,1813,1
111677,75117,0,124,3728,1
68678,22076,1,955,3526,0
121678,87483,1,662,4803,0
65638,134035,1,870,1050,0
96116,119217,1,758,126,0
78263,144938,0,174,3606,1
144001,104504,1,883,2378,0
69291,105649,1,491,1652,0
93274,126244,1,868,7,0
74076,32813,1,813,4708,0
188403,66729,0,79,1284,1
30656,4512,1,618,4693,0
70207,147702,1,811,4481,0
48782,117907,1,914,178,0
148071,131708,1,304,3595,0
67268,134847,1,509,4910,0
190711,64591,1,343,3817,0
100163,11351,1,569,3254,0
10805,115400,1,90,4453,1
37828,120533,0,646,2423,1
63883,103627,1,861,4797,0
18713,128381,1,168,1750,1
143896,95707,1,333,4877,0
63875,81678,1,633,4177,0
9288,73309,1,235,3429,1
161650,10778,1,398,184,0
78712,143573,1,587,2335,0
162010,112713,1,820,3133,0
5779,133180,1,476,4978,1
142060,36382,1,534,506,0
96473,75787,1,844,4125,0
96339,23341,1,584,1932,0
18138,145439,0,87,1196,1
146016,119967,1,614,3685,0
786,131066,1,605,4181,1
114591,143074,1,960,1338,0
187777,85820,0,827,2620,1
27629,59949,1,777,682,0
6828,146772,1,252,3514,1
18494,62543,1,357,4367,1
171038,27610,1,57,2160,0
29123,65226,1,942,1729,0
100422,45167,1,398,1417,0
81821,67381,1,520,4014,0
153340,46710,0,524,18,1
13570,16766,0,918,2652,1
151431,102416,1,416,3800,0
174028,12780,1,392,464,0
91184,48458,1,642,690,0
23653,56221,1,221,1010,0
181806,1509,1,328,3061,0
41976,89493,1,371,4020,0
18663,116850,1,510,162,1
21258,31533,1,152,1635,0
195243,108144,1,892,2746,0
179640,122402,1,878,294,0
157467,78467,1,983,578,0
88669,1359,1,479,1585,0
182655,119119,1,582,3380,0
103855,20344,0,931,2349,1
163735,118499,1,856,2171,0
137929,69778,1,19,194,0
133628,20601,1,592,841,0
71952,101013,1,949,4007,0
61006,30782,1,227,4584,0
180236,111095,1,345,2931,0
122780,97123,1,18,445,0
182784,44458,0,443,79,1
33248,124225,1,676,4840,1
152877,139152,0,367,2745,1
75944,144980,1,898,3688,0
57833,96188,1,618,1860,0
138316,121292,0,888,930,1
6715,90570,1,859,1934,1
152461,123791,1,725,4367,0
152115,125291,1,750,2171,0
171923,98375,1,146,3294,0
198898,38314,1,692,4781,0
37996,108880,0,503,4747,1
138048,100326,0,429,4392,1
160216,146903,1,847,2834,0
85450,121026,1,439,4716,0
80262,62451,0,197,1654,1
37716,45708,1,996,2928,0
6535,17682,1,286,3603,0
11121,102406,1,564,1672,1
65799,59372,0,368,4350,1
131359,39477,1,239,1287,0
132975,133692,1,801,2726,0
4140,53024,0,286,4124,1
137706,140749,0,699,1058,1
109477,17824,1,394,4844,0
125152,131837,1,995,601,0
89092,97151,1,517,3274,0
196108,48926,1,794,2978,0
33385,12975,1,774,130,0
129956,74877,1,560,110,0
17076,77870,1,863,2571,1
20079,81371,1,711,3359,1
67848,100970,1,59,2734,0
39906,98066,1,544,830,0
11210,61562,1,302,665,1
186738,40409,1,243,1066,0
124666,9834,1,683,4970,0
5911,102192,1,206,3788,1
133668,840,1,374,1317,0
125581,31568,1,282,284,0
62992,10846,1,477,4659,0
194447,136971,1,21,4114,0
80690,86038,0,558,3578,1
110459,129789,1,348,4642,0
105492,107460,0,488,47,1
54405,74723,1,943,1768,0
156227,104194,1,669,4314,0
31857,111417,1,257,4861,1
173947,135383,1,654,3259,0
52761,56888,1,46,2078,0
115362,41616,1,26,2306,0
119057,6083,1,966,3415,0
56486,143670,1,26,4403,0
1288,82476,1,980,3142,1
33696,92416,1,396,567,0
132202,2580,1,950,4326,0
198142,122834,0,144,4065,1
26175,112148,1,586,81,1
8443,42321,1,698,3005,1
20100,9386,1,521,216,0
147231,53171,1,120,334,0
139081,145707,0,800,558,1
9757,131743,1,461,2911,1
55431,33545,0,676,873,1
26824,26855,0,381,752,1
92056,35790,1,775,3761,0
155294,51012,1,672,593,0
32999,117827,1,902,2751,1
146113,14260,1,417,1678,0
97761,1074,1,326,3897,0
180493,140547,1,390,4648,0
140664,146192,0,296,1482,1
95670,1986,1,629,782,0
131722,55479,1,995,2134,0
162007,130833,1,822,3586,0
81840,2176,1,774,3794,0
122237,84258,0,83,4608,1
161167,115188,1,145,983,0
183219,84153,1,170,4682,0
157552,77442,1,333,742,0
149965,40002,1,423,4544,0
43737,57124,1,308,4683,0
46310,137682,1,525,4355,0
177114,49752,1,660,3608,0
9351,78947,0,880,3271,1
592,118972,1,762,2510,1
12768,74716,1,568,4010,1
190242,10073,1,346,93,0
69620,37251,0,301,1375,1
167193,96496,0,921,1131,1
120992,38897,1,346,2516,0
91358,51616,1,407,4963,0
95653,4482,1,132,90,0
25561,107990,1,681,1479,1
59047,43284,1,613,954,0
18104,72932,1,987,2431,1
109094,7338,0,105,22,1
176173,143572,1,170,1725,0
144307,142617,1,639,4118,0
160086,61480,1,249,3305,0
33871,136313,1,543,1721,1
105405,4695,1,727,1440,0
84251,14318,1,261,4670,0
76980,50934,0,841,2150,1
172932,121282,1,493,2547,0
81562,91891,0,243,4923,1
137493,68754,1,450,3554,0
72521,85677,1,902,188,0
186992,102320,1,796,459,0
149135,133909,1,289,2236,0
171795,125261,1,262,4446,0
32607,105338,1,848,580,1
189144,40077,1,844,2161,0
158593,79915,1,313,4715,0
129300,135311,1,84,1531,0
87974,29669,1,414,1368,0
132166,48624,1,328,2434,0
168423,75147,1,44,2991,0
141564,135222,1,814,2902,0
160,142181,1,332,2530,1
123955,143008,1,464,472,0
67499,142108,0,199,858,1
76234,145093,1,200,2989,0
104653,36943,1,328,2440,0
38552,113694,1,679,3706,0
28800,123351,1,239,1712,1
186373,38985,1,883,515,0
21452,132574,0,797,2393,1
167675,53836,0,701,1375,1
172891,99714,1,582,3669,0
87965,3770,0,656,2390,1
63283,42865,1,358,3262,0
55082,53811,1,997,4638,0
112787,4001,1,900,2866,0
102937,60848,1,720,1059,0
140605,52635,1,359,756,0
181177,20946,1,377,3495,0
109874,95852,1,384,187,0
139256,91103,1,719,2381,0
48786,43744,1,464,4578,0
186344,117729,1,221,2714,0
155029,23671,1,798,295,0
53803,147522,1,674,3533,0
98701,145980,1,364,4140,0
50944,57813,1,71,4042,0
29521,96748,0,239,2042,1
187603,137878,1,503,4270,0
141526,104733,1,413,3051,0
50295,126865,1,126,1800,0
126693,83551,1,486,3904,0
86666,129335,1,596,3781,0
72959,39220,1,526,2261,0
22751,17158,1,247,1522,0
67995,80992,0,481,4853,1
58815,62576,1,311,1420,0
118367,88027,0,443,4592,1
146300,58830,1,282,104,0
133674,135091,0,1,3623,1
196754,12419,1,73,478,0
2664,33697,1,63,692,1
86521,84932,1,772,3038,0
74572,119712,1,346,2969,0
15042,95428,1,323,193,1
126503,139045,0,238,1489,1
177815,86649,1,396,58,0
12114,122649,1,336,1886,1
22015,11136,0,340,3609,1
8792,84739,1,278,4573,1
139549,62502,1,352,2580,0
154460,23039,0,945,1968,1
61714,66720,1,891,4687,0
34523,123168,0,462,4934,1
53914,88263,1,461,4053,0
18356,59155,1,712,4644,1
184407,16911,1,292,3085,0
15287,916,1,797,220,0
152855,59052,1,732,875,0
155341,17790,1,406,3462,0
190752,136278,1,161,2725,0
5080,121937,1,502,1196,1
179531,85053,0,447,2709,1
28370,49950,0,694,2731,1
179277,116211,1,454,335,0
11007,56361,1,884,224,1
13952,61451,1,264,3941,1
94845,37696,1,131,4283,0
116224,102395,1,833,1247,0
78615,124121,1,119,2690,0
52147,46728,1,891,3957,0
56312,55401,1,218,4589,0
135570,25103,0,416,1886,1
50090,50044,1,671,310,0
34233,57730,1,504,2568,0
182952,25825,1,299,1604,0
162732,37271,1,108,3982,0
43477,77256,1,237,368,0
49442,66433,1,292,3546,0
180493,101999,1,986,4841,0
59716,23572,1,987,997,0
137893,38546,1,578,496,0
77180,146222,1,827,963,0
64312,54165,1,186,2004,0
46738,63690,1,35,1198,0
128207,36948,1,560,2345,0
95033,27007,1,255,576,0
142317,100819,1,434,3160,0
92498,91207,1,618,53,0
125154,76772,0,7,3432,1
163839,22024,1,747,228,0
8264,82912,1,177,778,1
181216,149229,1,241,3830,0
128780,85481,1,40,984,0
14854,88553,1,356,4468,1
81773,132828,1,756,468,0
106113,102488,0,112,2467,1
89714,96741,1,876,1849,0
54874,78210,1,767,531,0
126893,135607,1,165,3035,0
63100,47367,1,503,561,0
117891,148190,1,853,89,0
70915,59884,0,77,1406,1
23572,144352,1,718,4464,1
35297,145818,0,822,3145,1
74818,102572,1,877,1292,0
97141,53251,1,195,4110,0
51636,84821,1,401,3781,0
9890,83583,1,832,4067,1
190736,10207,1,63,3505,0
185383,27757,1,651,2391,0
66319,147298,1,885,1218,0
65092,33822,0,424,1945,1
160242,41340,1,41,2252,0
190006,43351,1,372,3891,0
198105,106311,1,955,1674,0
96003,75320,0,305,775,1
49817,102565,1,208,4781,0
181577,19937,0,466,3567,1
58648,11219,1,931,2765,0
44905,9399,1,303,224,0
174023,126733,1,966,63,0
138928,20047,1,584,1787,0
16293,85693,1,391,3850,1
72697,100931,1,152,1375,0
198657,137852,1,646,3534,0
138445,27050,1,361,3915,0
85441,73551,1,263,4452,0
46408,68666,1,215,92,0
91175,82016,1,720,2742,0
9173,113135,1,715,1677,1
49884,53010,0,621,3666,1
59876,38165,1,542,3864,0
32179,11528,1,523,2481,0
137658,120840,1,638,4936,0
110160,136986,1,824,1401,0
71858,37136,1,193,1606,0
64051,142251,1,651,3956,0
49683,86008,1,26,3409,0
26654,12076,0,45,3071,1
127800,123911,1,646,897,0
88673,116625,1,828,2931,0
145644,50298,1,953,4587,0
89911,54304,1,57,3713,0
96024,79360,1,12,3131,1
193021,69835,0,948,1532,1
78007,112424,1,611,1977,0
28808,139190,0,960,1798,1
149307,56911,1,48,1351,0
148939,103088,1,802,1838,0
174432,15185,1,93,2560,0
162336,50613,0,606,2991,1
30800,386,1,656,1663,0
8775,30020,1,583,2397,1
11098,42678,1,450,3203,1
177648,61394,1,378,4641,0
131270,115377,1,9,598,1
100316,121716,1,673,2044,0
17574,55918,1,725,258,1
11195,115640,1,515,4571,1
62829,104446,1,223,1905,0
173829,94702,1,380,3019,0
163404,105509,1,540,387,0
42075,93608,0,301,3869,1
40202,114310,1,202,1861,0
2266,143181,1,941,3632,1
157589,45802,1,588,797,0
137793,34622,1,570,2503,0
86800,109935,1,956,4020,0
28938,117919,1,195,1925,1
135455,133669,0,321,3954,1
40588,69519,1,417,1627,0
112087,148112,0,618,4312,1
85376,44772,1,341,788,0
160110,122431,0,388,2056,1
155077,96090,1,8,1063,1
111037,44871,1,531,4468,0
42609,26372,0,148,1447,1
199413,39080,0,382,514,1
95079,106242,1,528,4459,0
73874,42722,1,11,1913,1
5415,29048,0,475,1951,1
83380,85205,1,593,773,0
187121,140849,1,578,328,0
194392,54711,1,644,793,0
96060,20968,1,955,961,0
137873,11292,1,52,4692,0
86721,79459,1,435,1410,0
54250,50192,1,205,1137,0
43061,84193,1,943,4666,0
148786,69165,1,985,1568,0
58562,67650,1,914,4472,0
17548,129858,0,744,3274,1
168495,101398,1,912,3273,0
96043,97885,1,53,3469,0
147801,100588,1,998,1963,0
3833,103356,1,579,2165,1
116661,83509,1,489,4636,0
17092,51672,1,802,3572,1
143682,22113,1,343,1875,0
31342,694,1,168,1236,0
136559,15588,1,908,2746,0
65338,64373,1,160,4208,0
182029,85603,1,526,4468,0
136540,6704,0,702,2346,1
70453,40136,1,526,1042,0
4653,67507,1,286,4871,1
130581,47361,1,874,4766,0
33628,58847,0,411,4106,1
190233,106359,1,521,7,0
35639,142513,0,568,3696,1
175679,118906,1,198,3731,0
114603,14677,1,160,1573,0
49339,27818,1,774,460,0
68653,1868,1,388,3306,0
22059,83591,1,473,2302,1
70033,123962,1,380,2633,0
22212,67264,1,764,1351,1
81559,73168,1,630,361,0
152463,143115,1,591,787,0
83281,71939,1,123,208,0
190595,15732,1,824,266,0
52786,55244,1,71,4751,0
183857,149598,1,981,553,0
192517,9340,0,993,1587,1
175276,22394,1,167,4516,0
61040,98557,0,283,1118,1
8215,135174,0,493,1513,1
44368,19159,1,35,1926,0
78284,122366,1,823,3403,0
191425,6212,1,174,3061,0
186361,37405,1,198,220,0
199924,130632,1,115,2344,0
153509,77061,0,935,1971,1
195166,94296,1,314,4438,0
186475,55186,1,938,4688,0
134398,123145,0,219,4064,1
81353,10532,1,890,1984,0
168460,66540,1,577,891,0
113821,103021,1,776,4802,0
123058,3271,1,133,3526,0
183970,209,1,630,1205,0
166897,136611,1,121,4852,0
66267,19977,1,832,1218,0
134837,109920,1,898,1855,0
153267,128156,1,969,1999,0
67416,99588,1,420,2435,0
23382,68684,0,894,2974,1
177814,123862,0,491,3098,1
38216,5607,1,598,3386,0
3749,94786,1,288,4543,1
25000,126406,1,648,1816,1
148054,149666,0,52,1777,1
34547,7399,1,204,2504,0
10656,126812,1,347,2939,1
99244,98662,1,50,838,0
78936,33617,1,838,2701,0
102117,138570,1,921,4759,0
16720,102826,0,911,4860,1
175486,129851,1,39,3138,0
155383,111077,1,249,175,0
150163,50624,1,217,4605,0
145453,9628,1,178,3686,0
61355,131401,1,550,3162,0
71430,38619,1,182,2752,0
167713,7032,1,735,1189,0
86125,38034,1,163,4697,0
114894,102658,0,745,837,1
182726,121123,1,376,3898,0
165687,86158,0,704,3851,1
141135,55264,1,496,2733,0
74642,94120,1,596,3810,0
70199,47850,1,460,2653,0
76922,4722,0,754,3250,1
64205,17772,1,473,3349,0
105853,86105,1,684,3310,0
106027,4576,1,904,4680,0
177696,99404,1,36,2386,0
148231,41476,1,598,373,0
150616,24154,1,640,4675,0
60063,17165,1,705,4612,0
62073,14439,1,318,1261,0
99937,118211,1,554,120,0
161450,44518,1,411,3845,0
164231,26962,1,355,2884,0
137108,37763,1,670,2617,0
22790,116189,1,616,4138,1
159746,110290,1,964,3268,0
94480,110814,1,228,2042,0
2287,19464,1,728,2119,1
165701,123980,1,263,490,0
179515,42299,1,929,4844,0
67539,31541,1,486,3045,0
162782,73545,1,560,382,0
169321,129188,0,351,804,1
74969,29765,1,441,1177,0
168514,23769,1,634,2217,0
119011,20156,1,458,1295,0
50588,144507,1,814,917,0
38397,73631,1,24,4246,0
7466,37909,1,130,4526,1
100128,69487,1,940,2414,0
10521,47655,0,369,650,1
148591,51786,1,435,4915,0
121256,68304,1,223,2286,0
167345,103606,1,610,2751,0
167865,120938,1,351,3198,0
192126,80981,1,801,941,0
62498,55107,1,484,540,0
36032,132232,1,196,2680,1
93552,87897,1,108,3727,0
173926,72577,1,859,2529,0
100132,141918,1,219,1202,0
148935,104180,1,775,4964,0
79008,19924,1,922,650,0
183472,111193,1,719,3006,0
39763,144954,1,318,4532,1
54317,1095,0,81,2904,1
68675,104205,0,536,313,1
82284,14123,1,697,4114,0
15439,45278,1,431,1183,0
195124,97911,1,896,4913,0
178852,51999,1,7,121,1
75774,31153,1,635,168,0
66682,18344,1,148,3682,0
83560,37656,1,97,4724,0
128384,1212,1,727,4121,0
176811,120385,0,100,3968,1
101670,140073,1,729,4017,0
171680,78784,1,366,3697,0
68808,98723,1,461,1729,0
170409,81144,1,924,3555,0
91708,31368,1,413,1118,0
21317,61160,1,258,2168,0
175256,10715,1,902,4221,0
117966,58784,1,355,4781,0
40384,129193,1,10,3116,1
17302,99644,1,415,4730,1
2016,26797,1,570,2429,1
120239,47573,0,249,2007,1
44019,76120,0,651,1050,1
142815,14780,1,846,704,0
94338,37905,1,549,2899,0
178575,116049,1,121,3207,0
11125,129651,1,919,706,1
139844,33359,1,64,3832,0
22857,66062,1,657,2008,0
79244,73391,1,301,4721,0
132006,43463,0,124,4621,1
91580,99596,1,311,1597,0
95045,95018,1,190,1066,0
148515,16571,1,774,1946,0
179592,25104,0,872,2799,1
5749,8625,1,449,95,0
173494,39199,1,807,2074,0
138146,120725,1,693,4931,0
42364,146998,1,158,1918,1
150876,31218,0,352,1265,1
98751,91916,1,819,2534,0
120911,123182,0,989,239,1
7602,20566,1,798,1327,0
47098,33205,1,673,1142,0
168303,109084,1,262,3223,0
114655,29717,1,728,3848,0
157494,107292,1,911,1415,0
149770,38562,1,405,2398,0
120961,20169,1,995,760,0
115603,21604,1,692,3642,0
184238,89670,1,602,1552,0
133246,114605,1,16,862,0
153129,88738,1,636,4035,0
8041,131756,1,259,1155,1
31783,128140,0,956,356,1
158811,102537,1,889,1671,0
154250,111301,1,354,1328,0
161480,8007,1,488,1029,0
197398,114915,0,213,2376,1
137421,117419,1,238,3241,0
18805,41787,1,179,1991,0
25377,49582,1,418,3871,0
61521,83629,1,683,2385,0
20543,5782,1,142,3140,0
63923,66770,1,316,881,0
146050,57645,0,243,538,1
71160,103509,1,231,4832,0
59505,29204,1,683,1857,0
167652,17152,1,788,3557,0
173338,90555,1,588,4538,0
110664,19689,1,302,2196,0
27721,83251,1,330,1950,1
134313,106565,1,560,1610,0
146925,38712,1,948,3163,0
2357,49632,1,247,4463,1
133009,20478,1,282,4007,0
76454,22551,1,286,4675,0
8561,48068,0,939,4751,1
86841,93608,1,31,226,0
136575,35561,1,499,591,0
50103,133964,1,669,4119,0
195463,24395,1,529,2075,0
112174,18756,1,380,4948,0
140646,66333,1,62,2671,0
126065,113561,1,127,1368,0
187959,28024,1,527,2022,0
130549,5947,1,162,2078,0
345,127192,1,957,3950,1
175026,94238,1,250,3881,0
82307,67428,1,648,3321,0
193520,63355,1,829,4145,0
143,129958,1,294,2436,1
131435,144490,0,178,1804,1
119624,135905,0,228,3359,1
85381,131637,1,882,1730,0
99936,18402,1,393,3662,0
161731,75851,1,691,2973,0
156956,12834,1,395,1029,0
81537,67850,0,71,411,1
55783,37180,0,317,1981,1
37777,134955,1,898,661,1
58483,109688,1,594,1347,0
195430,106520,1,378,3470,0
26767,11695,1,906,1305,0
144360,127135,1,135,4286,0
194999,58481,1,729,2833,0
170497,73438,1,620,4680,0
55573,111491,1,377,1853,0
85095,148645,1,918,4595,0
20224,121844,1,118,4675,1
57174,94910,1,905,815,0
74970,56494,0,529,3505,1
177917,143360,1,843,1476,0
175772,46978,1,934,3513,0
84759,117845,1,665,2037,0
77993,130621,0,522,1330,1
189419,54672,1,649,4875,0
150028,61821,1,386,3806,0
132384,83661,1,573,1149,0
80393,69224,1,582,6,0
90773,89405,1,572,1436,0
35433,54796,1,643,3250,0
92026,128554,1,572,3539,0
118423,123777,1,999,694,0
170052,4023,1,903,2965,0
132217,72959,1,869,3299,0
155919,39218,1,268,4843,0
26426,143285,1,523,4241,1
1713,28460,1,546,3367,1
134707,124579,1,485,4952,0
150672,64680,1,437,4382,0
76026,31017,1,562,25,0
159385,92038,0,554,4547,1
44794,19515,1,739,2153,0
186767,138706,0,110,4335,1
26091,33001,0,321,3489,1
16864,1391,1,526,331,0
7689,109388,1,176,644,1
91093,42215,1,673,1852,0
132284,79720,1,550,4130,0
