profile_pic,username_digit_ratio,fullname_digit_ratio,bio_length,followers_count,following_count,posts_count,account_age_days,posting_frequency,followers_following_ratio,is_fake
0,0.673,0.122,9,30,3281,2,52,0.038,0.009,1
1,0.011,0.001,83,4600,401,827,2774,0.298,11.471,0
1,0.05,0.015,102,917,748,206,1937,0.106,1.226,0
1,0.069,0.014,46,3998,1000,658,1628,0.404,3.998,0
1,0.51,0.466,11,0,3418,14,62,0.226,0.0,1
1,0.021,0.018,107,4571,588,97,1273,0.076,7.774,0
0,0.608,0.382,5,37,3239,11,40,0.275,0.011,1
0,0.475,0.278,7,17,2253,9,100,0.09,0.008,1
0,0.784,0.218,8,30,2054,13,87,0.149,0.015,1
1,0.025,0.002,39,3350,230,907,1042,0.87,14.565,0
1,0.098,0.013,41,3176,873,648,1820,0.356,3.638,0
1,0.053,0.003,84,4894,639,471,1938,0.243,7.659,0
1,0.066,0.02,59,1513,342,430,779,0.552,4.424,1
1,0.066,0.007,51,1714,430,787,1448,0.544,3.986,0
1,0.08,0.007,32,2012,181,530,2012,0.263,11.116,0
1,0.01,0.016,134,1009,874,719,1243,0.578,1.154,0
1,0.028,0.001,91,1840,158,573,770,0.744,11.646,0
1,0.028,0.019,86,3233,548,332,3267,0.102,5.9,0
1,0.027,0.017,77,1303,552,827,1314,0.629,2.361,0
0,0.416,0.127,10,44,2074,14,101,0.139,0.021,1
1,0.053,0.019,77,4915,175,480,1966,0.244,28.086,0
1,0.097,0.016,72,1061,909,499,959,0.52,1.167,0
1,0.532,0.162,6,27,1217,3,123,0.024,0.022,1
1,0.03,0.01,137,1611,277,885,3130,0.283,5.816,0
0,0.878,0.418,9,21,1820,3,145,0.021,0.012,1
1,0.081,0.002,66,2680,999,896,768,1.167,2.683,0
0,0.309,0.233,0,1,3125,10,58,0.172,0.0,1
0,0.785,0.105,19,17,4151,5,5,1.0,0.004,1
1,0.088,0.015,80,1176,812,678,2786,0.243,1.448,0
1,0.063,0.009,99,3789,437,806,2724,0.296,8.67,1
0,0.436,0.142,15,1,4999,14,133,0.105,0.0,1
1,0.033,0.018,118,1286,532,917,2355,0.389,2.417,0
1,0.088,0.009,36,4608,540,490,2381,0.206,8.533,0
0,0.628,0.232,13,35,1728,0,52,0.0,0.02,1
1,0.896,0.432,4,41,3113,11,120,0.092,0.013,1
1,0.081,0.001,140,3062,395,766,706,1.085,7.752,0
1,0.094,0.008,130,4867,448,141,797,0.177,10.864,0
1,0.064,0.002,116,4315,964,597,2371,0.252,4.476,0
1,0.051,0.001,129,2924,219,764,1398,0.546,13.352,0
1,0.04,0.008,77,4052,774,152,3215,0.047,5.235,0
1,0.057,0.006,47,1872,196,850,1187,0.716,9.551,0
1,0.029,0.004,79,4889,301,677,3044,0.222,16.243,0
1,0.038,0.012,89,1078,325,882,2966,0.297,3.317,0
0,0.791,0.286,1,6,2730,9,89,0.101,0.002,1
1,0.388,0.393,20,3,1713,7,133,0.053,0.002,1
1,0.081,0.011,116,1849,145,257,2565,0.1,12.752,0
1,0.03,0.009,135,720,381,52,2715,0.019,1.89,0
1,0.07,0.004,146,3761,247,976,2672,0.365,15.227,0
0,0.39,0.412,18,50,3912,11,52,0.212,0.013,1
0,0.401,0.443,18,35,4508,11,52,0.212,0.008,1
0,0.567,0.276,4,2,2771,12,119,0.101,0.001,1
0,0.465,0.333,0,23,4842,15,55,0.273,0.005,1
1,0.024,0.006,60,4171,893,311,1898,0.164,4.671,0
1,0.083,0.018,94,4531,308,54,3306,0.016,14.711,0
1,0.082,0.011,96,1307,975,502,3997,0.126,1.341,0
1,0.866,0.376,15,9,3391,9,35,0.257,0.003,0
0,0.672,0.134,18,4,2757,6,116,0.052,0.001,1
1,0.052,0.019,34,2506,873,982,2197,0.447,2.871,0
1,0.017,0.015,149,4704,670,777,1056,0.736,7.021,0
1,0.647,0.325,15,0,4141,14,122,0.115,0.0,1
1,0.341,0.367,9,43,1708,8,73,0.11,0.025,0
0,0.327,0.482,19,36,1889,4,25,0.16,0.019,1
0,0.429,0.262,20,16,4345,1,10,0.1,0.004,0
0,0.899,0.236,8,9,3035,0,132,0.0,0.003,1
1,0.069,0.01,45,4765,162,292,3545,0.082,29.414,0
1,0.003,0.009,68,4733,901,613,2995,0.205,5.253,0
1,0.004,0.007,69,3128,125,858,3903,0.22,25.024,0
1,0.013,0.01,75,4761,928,776,1989,0.39,5.13,0
1,0.1,0.002,93,2594,618,614,3149,0.195,4.197,0
1,0.479,0.362,8,34,4604,4,44,0.091,0.007,1
1,0.079,0.008,62,1652,936,392,399,0.982,1.765,0
0,0.467,0.285,15,18,1568,12,93,0.129,0.011,1
1,0.054,0.018,68,737,517,495,3615,0.137,1.426,0
0,0.39,0.238,2,4,2773,1,26,0.038,0.001,1
1,0.682,0.382,3,35,1430,3,105,0.029,0.024,1
1,0.04,0.015,32,3575,725,714,3315,0.215,4.931,1
0,0.74,0.137,17,17,2920,5,5,1.0,0.006,1
0,0.528,0.128,9,4,4298,1,34,0.029,0.001,1
1,0.429,0.334,9,0,3721,11,112,0.098,0.0,1
1,0.07,0.006,103,3526,862,176,3264,0.054,4.09,0
1,0.017,0.006,127,4051,900,190,3657,0.052,4.501,0
1,0.021,0.01,101,4964,602,87,2143,0.041,8.246,0
1,0.485,0.256,0,13,2814,9,74,0.122,0.005,1
1,0.585,0.331,2,42,2787,15,52,0.288,0.015,1
0,0.389,0.351,8,9,4900,2,26,0.077,0.002,1
0,0.046,0.011,39,2192,547,729,1923,0.379,4.007,0
1,0.659,0.43,0,31,1234,6,133,0.045,0.025,1
1,0.085,0.006,89,1238,970,814,1266,0.643,1.276,0
1,0.014,0.01,83,2735,781,734,2695,0.272,3.502,0
1,0.083,0.006,86,1096,531,791,3984,0.199,2.064,0
1,0.079,0.006,94,4980,468,892,1032,0.864,10.641,0
1,0.027,0.013,130,3279,539,365,2037,0.179,6.083,0
1,0.022,0.01,134,4400,143,910,733,1.241,30.769,0
1,0.852,0.254,7,22,4825,15,92,0.163,0.005,1
0,0.667,0.291,8,38,2915,10,104,0.096,0.013,1
0,0.551,0.251,13,31,2544,12,113,0.106,0.012,1
1,0.096,0.014,58,2779,819,572,787,0.727,3.393,0
0,0.651,0.494,8,0,1870,5,78,0.064,0.0,1
1,0.397,0.269,8,47,2446,6,35,0.171,0.019,1
1,0.47,0.499,20,8,1491,9,103,0.087,0.005,1
1,0.002,0.011,54,2883,735,93,3791,0.025,3.922,0
1,0.806,0.14,19,35,1786,13,94,0.138,0.02,0
0,0.476,0.333,10,38,3728,2,138,0.014,0.01,1
1,0.048,0.007,109,4046,690,819,500,1.638,5.864,0
1,0.046,0.011,127,2393,193,67,2588,0.026,12.399,1
1,0.515,0.487,18,21,1241,6,83,0.072,0.017,0
1,0.096,0.002,146,3820,381,88,880,0.1,10.026,0
1,0.061,0.006,123,1522,804,887,543,1.634,1.893,0
1,0.056,0.012,30,1866,910,152,958,0.159,2.051,0
1,0.07,0.002,73,4996,465,638,2880,0.222,10.744,0
0,0.744,0.328,5,17,1287,14,29,0.483,0.013,1
0,0.503,0.464,6,24,4318,1,31,0.032,0.006,1
0,0.366,0.288,0,13,1531,1,64,0.016,0.008,1
0,0.513,0.315,12,4,4589,9,69,0.13,0.001,1
1,0.07,0.012,90,1578,942,122,3045,0.04,1.675,0
0,0.344,0.434,17,7,4582,2,26,0.077,0.002,1
1,0.816,0.459,13,35,3042,5,98,0.051,0.012,1
1,0.049,0.01,52,1300,483,263,2597,0.101,2.692,0
0,0.831,0.24,6,23,2334,12,119,0.101,0.01,1
1,0.02,0.002,45,1962,922,932,3676,0.254,2.128,0
0,0.882,0.459,5,19,1810,8,98,0.082,0.01,1
1,0.039,0.017,44,1949,811,874,1909,0.458,2.403,0
0,0.347,0.191,8,16,1059,12,1,12.0,0.015,1
0,0.868,0.268,3,44,1537,0,88,0.0,0.029,1
0,0.632,0.338,9,16,4825,14,96,0.146,0.003,1
1,0.02,0.018,33,4228,403,578,811,0.713,10.491,0
1,0.81,0.176,7,13,4935,7,110,0.064,0.003,1
0,0.465,0.448,11,7,3053,0,1,0.0,0.002,1
1,0.51,0.247,4,21,4926,10,67,0.149,0.004,1
1,0.024,0.009,125,3377,190,194,1178,0.165,17.774,0
1,0.068,0.015,92,317,446,54,2328,0.023,0.711,0
1,0.325,0.395,1,30,4546,4,145,0.028,0.007,1
1,0.71,0.312,12,50,2017,12,110,0.109,0.025,1
1,0.019,0.018,57,3612,866,232,3190,0.073,4.171,0
0,0.448,0.318,14,21,2260,15,6,2.5,0.009,1
1,0.008,0.002,55,3237,722,894,3635,0.246,4.483,0
1,0.09,0.005,63,1620,555,224,2461,0.091,2.919,0
1,0.077,0.018,98,4487,223,836,1803,0.464,20.121,0
1,0.037,0.012,133,3428,114,350,585,0.598,30.07,0
1,0.066,0.006,88,4107,119,443,1514,0.293,34.513,0
1,0.021,0.007,96,1598,732,916,2777,0.33,2.183,0
1,0.027,0.015,148,1370,337,961,1696,0.567,4.065,0
1,0.041,0.01,57,2329,704,868,1278,0.679,3.308,0
0,0.79,0.419,12,1,2605,4,109,0.037,0.0,1
1,0.07,0.005,44,1424,699,352,2291,0.154,2.037,0
1,0.075,0.014,90,2582,463,859,1415,0.607,5.577,0
0,0.552,0.372,0,12,3718,3,139,0.022,0.003,1
0,0.838,0.254,18,11,2944,9,133,0.068,0.004,1
1,0.063,0.012,82,2715,429,981,1530,0.641,6.329,0
1,0.099,0.003,93,1323,679,800,3342,0.239,1.948,0
0,0.348,0.354,19,47,3405,8,29,0.276,0.014,1
1,0.023,0.006,116,3948,582,214,2734,0.078,6.784,0
1,0.625,0.499,9,2,4005,3,66,0.045,0.0,1
1,0.718,0.323,6,5,3801,12,29,0.414,0.001,1
1,0.014,0.01,99,1393,799,728,2479,0.294,1.743,0
0,0.457,0.393,14,7,3617,0,68,0.0,0.002,1
1,0.667,0.137,5,34,4551,11,30,0.367,0.007,1
1,0.064,0.013,91,2805,869,984,2979,0.33,3.228,0
1,0.081,0.019,84,2177,500,400,873,0.458,4.354,0
1,0.022,0.016,33,2782,569,93,3269,0.028,4.889,0
1,0.086,0.015,113,1635,471,73,1908,0.038,3.471,0
0,0.411,0.393,4,0,4800,7,95,0.074,0.0,1
0,0.768,0.489,19,40,3697,14,85,0.165,0.011,1
0,0.776,0.498,13,40,1745,8,96,0.083,0.023,1
1,0.003,0.007,102,4116,277,288,3726,0.077,14.859,0
1,0.06,0.016,102,4501,922,579,1652,0.35,4.882,0
1,0.036,0.017,106,1576,726,499,2341,0.213,2.171,0
0,0.409,0.352,17,18,2454,10,81,0.123,0.007,1
1,0.382,0.437,10,18,3984,14,46,0.304,0.005,1
0,0.821,0.331,5,38,3064,12,115,0.104,0.012,1
1,0.065,0.014,117,2230,566,79,3821,0.021,3.94,0
0,0.748,0.158,1,0,3565,2,113,0.018,0.0,1
1,0.098,0.015,75,4207,913,490,1138,0.431,4.608,0
1,0.088,0.013,45,3519,974,473,882,0.536,3.613,0
1,0.509,0.269,15,17,4260,12,53,0.226,0.004,1
1,0.082,0.001,112,433,317,473,1975,0.239,1.366,0
0,0.815,0.271,1,8,2580,14,30,0.467,0.003,1
1,0.033,0.01,146,462,441,281,3498,0.08,1.048,0
1,0.063,0.008,99,2968,286,240,2441,0.098,10.378,0
1,0.047,0.015,87,1585,573,329,3996,0.082,2.766,0
0,0.306,0.451,2,0,4123,11,144,0.076,0.0,1
1,0.056,0.016,87,529,960,291,1892,0.154,0.551,0
0,0.352,0.335,18,28,2056,10,4,2.5,0.014,1
1,0.099,0.012,36,3799,373,726,1421,0.511,10.185,0
0,0.879,0.289,2,40,1711,10,59,0.169,0.023,0
1,0.097,0.002,71,2991,740,392,1112,0.353,4.042,0
0,0.456,0.112,4,28,3294,5,14,0.357,0.009,1
0,0.631,0.146,0,32,4990,7,90,0.078,0.006,1
0,0.345,0.273,19,20,3603,3,91,0.033,0.006,1
1,0.015,0.015,140,1980,369,385,3609,0.107,5.366,0
1,0.083,0.011,84,538,803,866,2332,0.371,0.67,0
1,0.09,0.017,92,3440,492,877,2280,0.385,6.992,0
1,0.087,0.018,79,381,538,104,1771,0.059,0.708,1
0,0.336,0.268,0,22,1391,2,139,0.014,0.016,1
0,0.631,0.21,3,42,2203,8,11,0.727,0.019,1
0,0.312,0.181,16,36,4637,6,83,0.072,0.008,1
0,0.573,0.395,9,27,1447,11,92,0.12,0.019,1
1,0.474,0.384,2,15,4815,8,21,0.381,0.003,1
1,0.055,0.019,47,3698,849,612,2684,0.228,4.356,0
1,0.793,0.248,7,20,4875,5,121,0.041,0.004,1
0,0.423,0.485,20,39,2679,10,105,0.095,0.015,1
0,0.856,0.488,19,17,2331,12,131,0.092,0.007,0
0,0.464,0.121,19,13,4596,2,96,0.021,0.003,1
1,0.067,0.009,102,1149,284,697,1364,0.511,4.046,0
1,0.025,0.005,132,2388,731,272,385,0.706,3.267,0
1,0.069,0.006,88,4414,368,306,2806,0.109,11.995,0
1,0.006,0.016,133,2215,159,541,3709,0.146,13.931,0
1,0.011,0.02,69,3463,943,387,3180,0.122,3.672,0
1,0.1,0.019,101,3756,113,909,672,1.353,33.239,1
0,0.051,0.009,136,851,132,572,662,0.864,6.447,0
1,0.09,0.014,99,1097,811,713,3460,0.206,1.353,0
0,0.617,0.145,1,18,2880,0,131,0.0,0.006,1
1,0.027,0.014,62,2391,423,927,3957,0.234,5.652,0
1,0.099,0.013,74,3625,581,187,731,0.256,6.239,0
1,0.091,0.001,117,3018,177,952,719,1.324,17.051,0
1,0.027,0.015,116,1380,511,412,3463,0.119,2.701,1
0,0.862,0.128,10,22,1362,9,112,0.08,0.016,1
0,0.827,0.104,0,0,3183,15,108,0.139,0.0,1
1,0.079,0.006,88,3947,269,213,1097,0.194,14.673,0
0,0.496,0.481,18,46,3805,6,21,0.286,0.012,1
1,0.467,0.193,9,34,3287,2,12,0.167,0.01,1
0,0.595,0.157,13,45,4486,2,11,0.182,0.01,1
1,0.096,0.009,41,1097,109,862,1061,0.812,10.064,0
0,0.491,0.424,14,42,2304,7,54,0.13,0.018,1
1,0.054,0.002,74,857,740,352,2718,0.13,1.158,0
1,0.066,0.01,148,3835,991,920,2302,0.4,3.87,0
1,0.653,0.409,16,34,4984,2,27,0.074,0.007,1
0,0.603,0.139,1,28,2547,1,83,0.012,0.011,1
1,0.76,0.468,10,34,3696,14,12,1.167,0.009,1
1,0.037,0.014,146,4137,516,657,3298,0.199,8.017,0
1,0.587,0.2,11,17,3406,12,98,0.122,0.005,1
1,0.082,0.01,30,1741,660,699,2288,0.306,2.638,1
1,0.075,0.01,46,2014,663,79,1842,0.043,3.038,0
1,0.098,0.002,139,3870,284,667,1939,0.344,13.627,0
1,0.039,0.013,118,1785,589,284,1450,0.196,3.031,0
0,0.638,0.123,8,10,2626,10,75,0.133,0.004,1
1,0.082,0.013,110,3603,618,589,2717,0.217,5.83,0
0,0.604,0.342,7,9,1288,2,59,0.034,0.007,1
0,0.319,0.211,4,6,2959,10,54,0.185,0.002,1
1,0.069,0.016,83,2362,990,408,3429,0.119,2.386,0
0,0.487,0.167,0,49,2266,9,25,0.36,0.022,0
0,0.022,0.008,114,3466,886,821,1543,0.532,3.912,0
1,0.592,0.121,7,14,2804,0,66,0.0,0.005,1
0,0.83,0.206,4,7,1543,1,109,0.009,0.005,1
1,0.067,0.0,141,4401,126,760,3771,0.202,34.929,0
1,0.033,0.012,30,1379,841,622,3095,0.201,1.64,0
1,0.676,0.121,16,32,1047,14,37,0.378,0.031,1
0,0.871,0.291,7,1,4938,14,119,0.118,0.0,1
1,0.038,0.012,129,3507,555,281,1507,0.186,6.319,0
0,0.834,0.309,13,3,1365,10,10,1.0,0.002,1
1,0.037,0.011,127,2520,689,119,3280,0.036,3.657,1
1,0.039,0.001,144,4366,906,914,2759,0.331,4.819,0
1,0.366,0.276,19,20,1580,12,24,0.5,0.013,1
0,0.608,0.288,18,27,3069,7,122,0.057,0.009,1
1,0.003,0.001,85,2391,654,717,3955,0.181,3.656,0
1,0.026,0.002,58,1398,781,383,2633,0.145,1.79,0
1,0.651,0.263,8,35,4609,2,59,0.034,0.008,1
1,0.004,0.014,60,3445,999,197,1888,0.104,3.448,1
0,0.535,0.146,10,15,4902,7,2,3.5,0.003,1
0,0.773,0.132,17,31,3838,12,43,0.279,0.008,1
0,0.302,0.469,12,5,1113,2,9,0.222,0.004,1
1,0.069,0.019,38,4991,455,811,2443,0.332,10.969,0
1,0.079,0.002,108,1960,832,202,2715,0.074,2.356,0
1,0.043,0.004,84,3453,892,165,1589,0.104,3.871,0
1,0.067,0.011,101,4228,672,421,3948,0.107,6.292,0
1,0.436,0.286,6,24,3646,2,46,0.043,0.007,1
1,0.028,0.015,114,3471,996,149,2517,0.059,3.485,0
0,0.706,0.152,2,20,4336,5,18,0.278,0.005,1
0,0.079,0.016,109,2267,909,874,1234,0.708,2.494,0
1,0.424,0.118,12,2,4262,7,41,0.171,0.0,1
1,0.78,0.336,19,50,4949,11,119,0.092,0.01,1
1,0.074,0.009,85,2731,758,155,453,0.342,3.603,0
1,0.814,0.248,1,30,1517,10,70,0.143,0.02,1
1,0.019,0.008,104,2748,810,131,1156,0.113,3.393,0
1,0.094,0.019,95,2384,849,377,1843,0.205,2.808,0
0,0.85,0.429,10,18,4926,8,33,0.242,0.004,1
0,0.505,0.447,2,16,1373,7,101,0.069,0.012,1
0,0.389,0.452,16,49,2766,3,61,0.049,0.018,1
0,0.414,0.361,0,22,2751,3,59,0.051,0.008,1
0,0.374,0.362,7,31,1572,6,108,0.056,0.02,1
1,0.069,0.001,53,1321,316,809,3923,0.206,4.18,0
1,0.679,0.396,4,4,4332,3,20,0.15,0.001,1
0,0.651,0.478,17,13,3714,1,130,0.008,0.004,1
0,0.057,0.018,56,682,715,718,3736,0.192,0.954,0
0,0.61,0.36,2,40,3641,13,6,2.167,0.011,1
1,0.086,0.016,95,1555,675,627,2032,0.309,2.304,0
0,0.698,0.303,3,34,1488,8,61,0.131,0.023,1
0,0.491,0.499,16,26,1734,7,95,0.074,0.015,1
0,0.637,0.245,17,33,4168,14,125,0.112,0.008,1
0,0.792,0.274,1,29,2670,15,146,0.103,0.011,1
1,0.028,0.008,64,1598,304,721,1775,0.406,5.257,1
1,0.618,0.494,12,17,3106,8,8,1.0,0.005,1
1,0.095,0.012,117,4164,129,951,959,0.992,32.279,0
1,0.081,0.018,62,1487,915,898,991,0.906,1.625,0
1,0.064,0.011,100,602,192,358,2264,0.158,3.135,0
0,0.646,0.41,6,25,1779,3,86,0.035,0.014,1
0,0.535,0.406,12,26,3773,3,70,0.043,0.007,1
0,0.448,0.208,8,21,4945,8,84,0.095,0.004,0
0,0.573,0.427,6,41,4094,5,107,0.047,0.01,1
1,0.026,0.014,37,4451,785,122,658,0.185,5.67,0
1,0.036,0.017,105,3394,517,874,720,1.214,6.565,0
1,0.475,0.364,12,23,3127,8,150,0.053,0.007,1
0,0.716,0.42,11,30,1503,1,124,0.008,0.02,1
1,0.012,0.005,31,1740,270,724,1241,0.583,6.444,1
1,0.034,0.017,105,3722,111,436,1801,0.242,33.532,0
1,0.085,0.003,143,3267,123,659,3116,0.211,26.561,0
1,0.021,0.0,124,2522,646,576,3690,0.156,3.904,0
1,0.053,0.014,116,3535,837,830,636,1.305,4.223,0
0,0.597,0.229,10,28,2649,4,111,0.036,0.011,1
1,0.08,0.012,116,397,750,87,2442,0.036,0.529,0
0,0.586,0.476,7,41,4220,1,57,0.018,0.01,1
1,0.097,0.014,127,587,576,529,1491,0.355,1.019,0
1,0.081,0.005,54,2736,106,630,3260,0.193,25.811,0
0,0.332,0.235,0,7,3846,6,53,0.113,0.002,1
0,0.884,0.41,7,47,1365,15,35,0.429,0.034,1
1,0.049,0.006,150,3760,812,279,760,0.367,4.631,0
1,0.051,0.005,62,465,881,198,1967,0.101,0.528,0
1,0.083,0.001,72,4565,964,377,3929,0.096,4.735,0
0,0.425,0.168,2,2,2822,10,121,0.083,0.001,1
1,0.069,0.006,48,562,480,909,1554,0.585,1.171,0
1,0.075,0.002,96,3736,501,945,2456,0.385,7.457,0
1,0.016,0.005,68,678,181,849,2451,0.346,3.746,0
1,0.028,0.009,121,3903,840,312,807,0.387,4.646,0
0,0.345,0.301,4,29,1325,11,27,0.407,0.022,1
1,0.075,0.012,97,1688,857,601,2660,0.226,1.97,0
0,0.58,0.379,8,13,4257,8,111,0.072,0.003,1
1,0.045,0.002,132,4630,511,702,2566,0.274,9.061,0
1,0.032,0.006,59,4122,392,390,2252,0.173,10.515,0
0,0.8,0.492,14,11,2836,8,117,0.068,0.004,1
0,0.421,0.45,20,38,3211,0,114,0.0,0.012,1
0,0.449,0.27,16,6,3800,4,28,0.143,0.002,1
0,0.462,0.419,5,14,2797,7,116,0.06,0.005,1
0,0.721,0.108,3,16,4408,10,139,0.072,0.004,1
1,0.548,0.187,8,12,1617,7,95,0.074,0.007,1
0,0.829,0.487,12,15,1522,14,116,0.121,0.01,1
1,0.034,0.005,94,2642,138,913,428,2.133,19.145,0
1,0.341,0.102,19,36,2991,10,118,0.085,0.012,1
1,0.0,0.014,81,3722,775,449,3179,0.141,4.803,0
1,0.02,0.012,124,1834,605,995,2566,0.388,3.031,0
1,0.019,0.013,34,4346,695,581,2811,0.207,6.253,0
0,0.81,0.295,17,38,3576,5,5,1.0,0.011,0
0,0.843,0.331,7,44,1996,2,4,0.5,0.022,1
1,0.076,0.008,46,2597,105,569,3409,0.167,24.733,0
0,0.666,0.416,4,45,4960,12,67,0.179,0.009,1
1,0.048,0.017,148,2933,521,757,3990,0.19,5.63,0
0,0.734,0.171,20,47,2347,0,94,0.0,0.02,1
1,0.529,0.395,16,42,2179,0,96,0.0,0.019,1
1,0.026,0.006,30,533,230,595,2700,0.22,2.317,0
1,0.435,0.419,7,42,2854,3,76,0.039,0.015,1
0,0.81,0.214,16,42,3104,1,32,0.031,0.014,1
1,0.072,0.017,52,2532,722,210,2558,0.082,3.507,0
0,0.478,0.113,18,25,3485,13,82,0.159,0.007,1
0,0.617,0.456,7,40,2906,10,28,0.357,0.014,1
0,0.391,0.294,2,20,4263,1,85,0.012,0.005,1
0,0.406,0.174,8,31,3670,1,60,0.017,0.008,1
1,0.853,0.376,7,50,4462,6,119,0.05,0.011,1
1,0.833,0.124,17,19,1042,13,72,0.181,0.018,1
0,0.389,0.428,17,23,2337,11,11,1.0,0.01,1
1,0.059,0.004,140,360,138,755,3263,0.231,2.609,0
1,0.013,0.003,143,2755,373,747,3585,0.208,7.386,0
1,0.012,0.001,79,1127,100,574,1884,0.305,11.27,0
1,0.081,0.001,45,1843,517,310,372,0.833,3.565,0
1,0.829,0.21,3,23,4440,3,32,0.094,0.005,1
1,0.409,0.215,7,42,3916,5,148,0.034,0.011,1
1,0.008,0.003,52,1894,999,807,1012,0.797,1.896,0
1,0.075,0.002,102,1412,833,603,1653,0.365,1.695,0
1,0.084,0.018,66,1828,606,289,1663,0.174,3.017,0
1,0.383,0.385,19,5,2607,2,14,0.143,0.002,0
1,0.008,0.016,104,3080,329,748,946,0.791,9.362,0
0,0.3,0.344,16,41,2217,5,139,0.036,0.018,1
1,0.476,0.361,7,40,2325,3,78,0.038,0.017,1
1,0.012,0.017,89,4701,989,138,2353,0.059,4.753,0
0,0.002,0.002,134,1140,210,406,1496,0.271,5.429,0
1,0.021,0.002,85,3952,153,130,3099,0.042,25.83,0
1,0.866,0.1,9,43,4694,4,8,0.5,0.009,1
1,0.066,0.008,48,543,744,76,2888,0.026,0.73,0
1,0.063,0.014,54,3850,885,426,959,0.444,4.35,0
0,0.701,0.489,19,29,1535,11,33,0.333,0.019,1
0,0.899,0.226,11,26,3816,14,25,0.56,0.007,0
0,0.043,0.019,39,1466,575,887,3673,0.241,2.55,0
1,0.67,0.422,0,6,1935,0,90,0.0,0.003,1
1,0.045,0.006,55,2332,764,815,1041,0.783,3.052,0
1,0.063,0.009,35,4053,783,252,431,0.585,5.176,0
1,0.043,0.011,90,4814,960,497,3754,0.132,5.015,0
0,0.41,0.473,1,45,3753,4,37,0.108,0.012,1
1,0.034,0.001,31,1459,513,818,743,1.101,2.844,0
1,0.039,0.02,114,2394,427,752,613,1.227,5.607,0
1,0.08,0.015,46,1659,450,866,2579,0.336,3.687,0
0,0.369,0.403,13,0,2189,10,140,0.071,0.0,1
1,0.044,0.001,145,4181,136,399,3083,0.129,30.743,0
0,0.481,0.41,3,30,1596,3,44,0.068,0.019,1
0,0.608,0.225,7,14,2108,11,58,0.19,0.007,1
1,0.03,0.004,108,1433,527,665,2223,0.299,2.719,0
0,0.691,0.184,1,45,1722,1,129,0.008,0.026,1
1,0.015,0.013,81,2419,446,679,2509,0.271,5.424,0
1,0.413,0.202,10,34,4308,11,112,0.098,0.008,0
0,0.67,0.246,18,30,4059,8,63,0.127,0.007,1
1,0.077,0.019,62,2730,870,774,3103,0.249,3.138,0
1,0.03,0.017,119,4914,849,959,3619,0.265,5.788,0
1,0.069,0.012,65,2922,474,326,2833,0.115,6.165,0
1,0.075,0.004,136,1101,925,513,3219,0.159,1.19,0
0,0.471,0.456,9,17,4724,4,48,0.083,0.004,1
0,0.442,0.35,18,21,3732,14,76,0.184,0.006,1
0,0.87,0.463,19,26,4036,7,1,7.0,0.006,1
0,0.669,0.228,20,21,1095,9,114,0.079,0.019,1
1,0.067,0.014,38,3857,301,609,2630,0.232,12.814,0
0,0.604,0.467,0,46,2377,5,90,0.056,0.019,1
0,0.363,0.448,16,37,3981,9,98,0.092,0.009,1
1,0.098,0.019,85,3380,478,898,3798,0.236,7.071,0
1,0.022,0.013,141,2123,100,99,3150,0.031,21.23,0
1,0.708,0.177,10,37,4493,1,21,0.048,0.008,1
1,0.082,0.0,115,3291,957,824,1714,0.481,3.439,0
0,0.64,0.44,8,24,4996,14,54,0.259,0.005,1
0,0.873,0.158,16,12,3956,12,39,0.308,0.003,1
1,0.047,0.009,119,1131,772,452,866,0.522,1.465,0
0,0.832,0.468,11,26,3815,12,81,0.148,0.007,1
0,0.04,0.0,57,2295,492,416,1758,0.237,4.665,0
0,0.369,0.146,1,27,3336,13,118,0.11,0.008,1
0,0.66,0.346,5,17,4651,13,40,0.325,0.004,1
1,0.028,0.008,147,1710,615,980,1657,0.591,2.78,0
0,0.549,0.385,6,31,3451,9,114,0.079,0.009,1
1,0.029,0.01,57,2129,816,303,2063,0.147,2.609,0
0,0.333,0.121,15,34,4862,13,123,0.106,0.007,1
1,0.068,0.007,66,3042,137,259,1709,0.152,22.204,0
0,0.804,0.412,3,27,3754,11,80,0.138,0.007,1
1,0.089,0.013,111,753,742,744,1973,0.377,1.015,0
0,0.808,0.253,17,50,4494,15,97,0.155,0.011,1
1,0.052,0.019,139,4001,500,363,2122,0.171,8.002,1
1,0.003,0.017,142,1960,777,223,3975,0.056,2.523,0
1,0.054,0.009,52,1476,611,150,2911,0.052,2.416,0
0,0.385,0.283,13,24,4062,10,112,0.089,0.006,1
1,0.023,0.012,78,662,600,974,1015,0.96,1.103,0
0,0.597,0.165,6,26,2529,14,106,0.132,0.01,1
1,0.026,0.014,82,3188,809,870,3409,0.255,3.941,0
1,0.047,0.002,62,529,260,211,1982,0.106,2.035,0
1,0.071,0.015,46,1903,361,931,2749,0.339,5.271,0
1,0.081,0.007,87,1727,373,755,1440,0.524,4.63,0
0,0.352,0.272,17,45,4720,5,109,0.046,0.01,1
1,0.08,0.013,33,3086,760,539,2465,0.219,4.061,0
1,0.096,0.005,96,438,602,62,1270,0.049,0.728,0
1,0.075,0.007,127,3722,594,59,1758,0.034,6.266,0
1,0.025,0.02,115,629,645,849,1709,0.497,0.975,0
1,0.054,0.011,79,771,506,632,2014,0.314,1.524,0
